Code,Name,F-Score,Timing_Score,Combined_Score,Rating,Recommendation,Current_Price,Change_30D,Signals,ROA
192820,코스맥스,8,2.5,92.5,D (부진),매수 보류,193600,-20.49,"RSI 36.1 (과매도 탈출), 거래량 정상 (1.4배), 볼린저 하단 반등 ⭐",5.07
327260,RF머트리얼즈,8,2.5,92.5,D (부진),매수 보류,17950,25.88,"20일선 > 60일선 (상승 추세), RSI 54.5 (중립 구간), MACD 0선 위 (상승 추세)",4.84
109070,주성코퍼레이션,8,2.0,90.0,D (부진),매수 보류,908,-10.01,"20일선 > 60일선 (상승 추세), RSI 34.8 (과매도 탈출)",12.57
353810,이지바이오,8,2.0,90.0,D (부진),매수 보류,5640,-7.08,"20일선 > 60일선 (상승 추세), RSI 42.0 (중립 구간)",7.7
214420,토니모리,8,2.0,90.0,D (부진),매수 보류,8720,-20.73,"RSI 35.8 (과매도 탈출), 볼린저 하단 반등 ⭐",7.87
302550,리메드,8,2.0,90.0,D (부진),매수 보류,3075,-17.12,"RSI 31.5 (과매도 탈출), 볼린저 하단 반등 ⭐",12.52
123860,아나패스,8,1.5,87.5,D (부진),매수 보류,17200,-13.09,"RSI 37.8 (과매도 탈출), 거래량 정상 (1.1배)",16.07
251970,펌텍코리아,7,3.5,87.5,C (보통),관망 ⭐,53500,-15.35,"RSI 42.0 (중립 구간), MACD > Signal & 양전환 ⭐⭐, 거래량 정상 (0.9배)",10.91
234690,녹십자웰빙,7,3.5,87.5,C (보통),관망 ⭐,9210,-9.71,"RSI 44.2 (중립 구간), MACD > Signal & 양전환 ⭐⭐, 거래량 정상 (1.2배)",8.79
204320,HL만도,7,3.5,87.5,C (보통),관망 ⭐,36100,3.0,"20일선 > 60일선 (상승 추세), 이동평균 정배열 (5>20>60), RSI 49.8 (중립 구간)",2.42
101140,인바이오젠,7,3.5,87.5,C (보통),관망 ⭐,12200,2.61,"20일선 > 60일선 (상승 추세), 이동평균 정배열 (5>20>60), RSI 46.6 (중립 구간)",9.9
217190,제너셈,7,3.5,87.5,C (보통),관망 ⭐,8180,-11.38,"20일선 > 60일선 (상승 추세), RSI 40.2 (중립 구간), 거래량 정상 (1.0배)",7.06
113810,디젠스,7,3.5,87.5,C (보통),관망 ⭐,862,10.51,"20일선 > 60일선 (상승 추세), 이동평균 정배열 (5>20>60), RSI 48.7 (중립 구간)",7.54
117580,대성에너지,7,3.5,87.5,C (보통),관망 ⭐,8220,-0.72,"20일선 > 60일선 (상승 추세), 이동평균 정배열 (5>20>60), RSI 48.2 (중립 구간)",2.17
178920,PI첨단소재,7,3.5,87.5,C (보통),관망 ⭐,17000,-5.08,"20일선 > 60일선 (상승 추세), RSI 40.0 (과매도 탈출), 거래량 정상 (1.2배)",4.44
381970,케이카,7,3.5,87.5,C (보통),관망 ⭐,15130,-5.61,"RSI 45.6 (중립 구간), MACD > Signal & 양전환 ⭐⭐, 거래량 정상 (0.8배)",8.38
115570,스타플렉스,8,1.5,87.5,D (부진),매수 보류,2710,-9.36,"RSI 39.2 (과매도 탈출), 거래량 정상 (1.3배)",4.88
204610,티쓰리,8,1.0,85.0,D (부진),매수 보류,1913,-8.03,RSI 42.9 (중립 구간),10.28
111770,영원무역,7,3.0,85.0,C (보통),관망 ⭐,58600,-6.09,"20일선 > 60일선 (상승 추세), RSI 44.9 (중립 구간), 거래량 증가 (1.6배)",5.59
136490,선진,7,3.0,85.0,C (보통),관망 ⭐,10290,-16.48,"RSI 43.9 (중립 구간), MACD > Signal & 양전환 ⭐⭐",11.44
237820,플레이디,8,1.0,85.0,D (부진),매수 보류,4575,-13.35,볼린저 하단 반등 ⭐,3.19
251270,넷마블,7,2.5,82.5,D (부진),매수 보류,50900,-23.46,"RSI 32.6 (과매도 탈출), 거래량 급증 (2.2배) ⭐",3.9
226320,잇츠한불,7,2.5,82.5,D (부진),매수 보류,11040,-13.07,"RSI 32.5 (과매도 탈출), 거래량 정상 (0.9배), 볼린저 하단 반등 ⭐",5.76
263810,상신전자,7,2.5,82.5,D (부진),매수 보류,3145,4.14,"20일선 > 60일선 (상승 추세), RSI 44.2 (중립 구간), MACD 0선 위 (상승 추세)",2.78
259630,엠플러스,7,2.5,82.5,D (부진),매수 보류,14280,10.87,"20일선 > 60일선 (상승 추세), RSI 42.1 (중립 구간), MACD 0선 위 (상승 추세)",6.84
356890,싸이버원,7,2.5,82.5,D (부진),매수 보류,3895,-9.84,"20일선 > 60일선 (상승 추세), RSI 44.2 (중립 구간), MACD 0선 위 (상승 추세)",22.2
107590,미원홀딩스,8,0.0,80.0,D (부진),매수 보류,67100,-8.21,,5.91
297090,씨에스베어링,7,2.0,80.0,D (부진),매수 보류,6350,-7.3,"RSI 39.1 (과매도 탈출), 볼린저 하단 반등 ⭐",5.8
446540,메가터치,7,2.0,80.0,D (부진),매수 보류,3775,-8.04,"20일선 > 60일선 (상승 추세), RSI 36.8 (과매도 탈출)",7.68
102710,이엔에프테크놀로지,7,2.0,80.0,D (부진),매수 보류,47600,-11.19,"20일선 > 60일선 (상승 추세), RSI 40.8 (중립 구간)",7.91
322310,오로스테크놀로지,7,2.0,80.0,D (부진),매수 보류,25050,-11.48,"20일선 > 60일선 (상승 추세), RSI 41.7 (중립 구간)",7.37
303030,지니틱스,6,4.0,80.0,C (보통),관망 ⭐,771,-13.76,"RSI 32.5 (과매도 탈출), MACD > Signal & 양전환 ⭐⭐, 볼린저 하단 반등 ⭐",2.54
136410,아셈스,7,1.5,77.5,D (부진),매수 보류,10030,-8.07,"RSI 38.0 (과매도 탈출), 거래량 정상 (0.8배)",9.46
286940,롯데이노베이트,7,1.5,77.5,D (부진),매수 보류,20100,-9.26,"RSI 37.8 (과매도 탈출), 거래량 정상 (1.2배)",1.77
104460,디와이피엔에프,7,1.5,77.5,D (부진),매수 보류,13290,-13.48,"RSI 30.3 (과매도 탈출), 거래량 정상 (1.1배)",5.67
417790,트루엔,7,1.5,77.5,D (부진),매수 보류,8170,-7.37,"RSI 38.5 (과매도 탈출), 거래량 정상 (0.9배)",13.65
171120,라이온켐텍,7,1.0,75.0,D (부진),매수 보류,2075,-6.32,RSI 32.1 (과매도 탈출),5.76
252500,세화피앤씨,7,1.0,75.0,D (부진),매수 보류,782,-13.5,볼린저 하단 반등 ⭐,7.25
131180,딜리,7,1.0,75.0,D (부진),매수 보류,911,-7.04,RSI 34.9 (과매도 탈출),6.7
347000,센코,7,1.0,75.0,D (부진),매수 보류,2085,-13.66,RSI 30.5 (과매도 탈출),3.73
131760,파인텍,7,1.0,75.0,D (부진),매수 보류,814,-11.62,RSI 33.7 (과매도 탈출),3.38
258610,케일럼,6,2.5,72.5,D (부진),매수 보류,1579,-15.34,"RSI 30.6 (과매도 탈출), 거래량 정상 (1.4배), 볼린저 하단 반등 ⭐",6.34
475430,키스트론,6,2.5,72.5,D (부진),매수 보류,4425,-12.03,"RSI 30.9 (과매도 탈출), 거래량 정상 (1.2배), 볼린저 하단 반등 ⭐",4.89
119830,아이텍,6,2.5,72.5,D (부진),매수 보류,5650,-12.81,"RSI 36.3 (과매도 탈출), 거래량 정상 (0.9배), 볼린저 하단 반등 ⭐",8.71
357580,아모센스,6,2.0,70.0,D (부진),매수 보류,7400,-15.53,"RSI 37.0 (과매도 탈출), 볼린저 하단 반등 ⭐",1.37
332290,누보,6,2.0,70.0,D (부진),매수 보류,1109,-15.54,"RSI 34.8 (과매도 탈출), 볼린저 하단 반등 ⭐",3.81
482630,삼양엔씨켐,6,2.0,70.0,D (부진),매수 보류,18000,-13.67,"20일선 > 60일선 (상승 추세), RSI 33.2 (과매도 탈출)",7.01
101680,한국정밀기계,6,1.5,67.5,D (부진),매수 보류,2160,-12.37,"RSI 33.6 (과매도 탈출), 거래량 정상 (1.1배)",2.07
333620,엔시스,6,1.0,65.0,D (부진),매수 보류,6620,-6.5,RSI 39.2 (과매도 탈출),10.18
472850,폰드그룹,6,1.0,65.0,D (부진),매수 보류,7830,-24.93,볼린저 하단 반등 ⭐,6.43
462310,뉴키즈온,6,0.0,60.0,D (부진),매수 보류,6080,-15.56,,4.8
