Code,Name,F-Score,Timing_Score,Combined_Score,Rating,Recommendation,Current_Price,Change_30D,Signals,ROA
327260,RF머트리얼즈,8,3.5,97.5,C (보통),관망 ⭐,18100,25.61,"20일선 > 60일선 (상승 추세), 이동평균 정배열 (5>20>60), RSI 53.5 (중립 구간)",4.84
104460,디와이피엔에프,7,5.0,95.0,B (우수),매수 고려 ⭐⭐,15230,2.7,"RSI 61.8 (상승 모멘텀), MACD > Signal & 양전환 ⭐⭐, 거래량 급증 (3.1배) ⭐",5.67
103230,에스앤더블류,8,3.0,95.0,C (보통),관망 ⭐,4245,-5.98,"20일선 > 60일선 (상승 추세), RSI 40.3 (중립 구간), 볼린저 하단 반등 ⭐",6.73
329180,HD현대중공업,8,3.0,95.0,C (보통),관망 ⭐,536000,6.14,"20일선 > 60일선 (상승 추세), RSI 47.2 (중립 구간), MACD 0선 위 (상승 추세)",6.63
318160,셀바이오휴먼텍,8,3.0,95.0,C (보통),관망 ⭐,10070,4.57,"20일선 > 60일선 (상승 추세), RSI 54.8 (중립 구간), MACD 0선 위 (상승 추세)",8.32
254120,자비스,7,5.0,95.0,B (우수),매수 고려 ⭐⭐,1433,4.45,"20일선 > 60일선 (상승 추세), 이동평균 정배열 (5>20>60), RSI 51.8 (중립 구간)",3.05
229640,LS에코에너지,8,3.0,95.0,C (보통),관망 ⭐,39900,2.57,"20일선 > 60일선 (상승 추세), RSI 39.1 (과매도 탈출), 볼린저 하단 반등 ⭐",9.35
123860,아나패스,8,3.0,95.0,C (보통),관망 ⭐,17300,-10.22,"RSI 41.4 (중립 구간), MACD > Signal & 양전환 ⭐⭐",16.07
381970,케이카,7,4.5,92.5,C (보통),관망 ⭐,15730,-1.5,"단기 정배열 (5>20), RSI 56.9 (중립 구간), MACD > Signal & 양전환 ⭐⭐",8.38
353810,이지바이오,8,2.5,92.5,D (부진),매수 보류,5900,-3.75,"20일선 > 60일선 (상승 추세), RSI 51.6 (중립 구간), 볼린저 중심선 위",7.7
033500,동성화인텍,6,6.5,92.5,B (우수),매수 고려 ⭐⭐,31750,5.83,"골든크로스 발생 (최근 5일 이내) ⭐, 이동평균 정배열 (5>20>60), RSI 56.2 (중립 구간)",10.04
015760,한국전력,6,6.5,92.5,B (우수),매수 고려 ⭐⭐,47650,32.36,"20일선 > 60일선 (상승 추세), 이동평균 정배열 (5>20>60), RSI 62.1 (상승 모멘텀)",3.23
069960,현대백화점,6,6.5,92.5,B (우수),매수 고려 ⭐⭐,92600,3.23,"20일선 > 60일선 (상승 추세), 이동평균 정배열 (5>20>60), RSI 67.0 (상승 모멘텀)",2.34
168360,펨트론,8,2.5,92.5,D (부진),매수 보류,19310,-7.39,"20일선 > 60일선 (상승 추세), RSI 47.7 (중립 구간), MACD 0선 위 (상승 추세)",2.93
195940,HK이노엔,7,4.5,92.5,C (보통),관망 ⭐,50500,11.6,"20일선 > 60일선 (상승 추세), 이동평균 정배열 (5>20>60), RSI 56.0 (중립 구간)",3.26
234690,녹십자웰빙,7,4.5,92.5,C (보통),관망 ⭐,9690,-0.62,"단기 정배열 (5>20), RSI 56.0 (중립 구간), MACD > Signal & 양전환 ⭐⭐",8.79
034310,NICE,6,6.5,92.5,B (우수),매수 고려 ⭐⭐,14300,6.8,"20일선 > 60일선 (상승 추세), 이동평균 정배열 (5>20>60), RSI 60.1 (상승 모멘텀)",2.86
089860,롯데렌탈,6,6.0,90.0,B (우수),매수 고려 ⭐⭐,30950,4.56,"골든크로스 발생 (최근 5일 이내) ⭐, 이동평균 정배열 (5>20>60), MACD > Signal & 양전환 ⭐⭐",1.83
072990,에이치시티,6,6.0,90.0,B (우수),매수 고려 ⭐⭐,13460,10.6,"20일선 > 60일선 (상승 추세), 이동평균 정배열 (5>20>60), MACD > Signal & 양전환 ⭐⭐",6.55
298040,효성중공업,6,6.0,90.0,B (우수),매수 고려 ⭐⭐,2220000,64.08,"20일선 > 60일선 (상승 추세), 이동평균 정배열 (5>20>60), RSI 68.4 (상승 모멘텀)",7.14
053080,케이엔솔,6,6.0,90.0,B (우수),매수 고려 ⭐⭐,12410,6.89,"20일선 > 60일선 (상승 추세), 이동평균 정배열 (5>20>60), RSI 59.0 (중립 구간)",3.22
217190,제너셈,6,6.0,90.0,B (우수),매수 고려 ⭐⭐,9440,2.05,"20일선 > 60일선 (상승 추세), 이동평균 정배열 (5>20>60), RSI 57.6 (중립 구간)",7.06
060980,HL홀딩스,6,6.0,90.0,B (우수),매수 고려 ⭐⭐,43650,9.67,"20일선 > 60일선 (상승 추세), RSI 68.3 (상승 모멘텀), MACD > Signal & 양전환 ⭐⭐",2.19
000230,일동홀딩스,6,6.0,90.0,B (우수),매수 고려 ⭐⭐,14020,56.82,"20일선 > 60일선 (상승 추세), 이동평균 정배열 (5>20>60), MACD > Signal & 양전환 ⭐⭐",6.51
009680,모토닉,6,6.0,90.0,B (우수),매수 고려 ⭐⭐,11040,9.85,"20일선 > 60일선 (상승 추세), 이동평균 정배열 (5>20>60), RSI 68.7 (상승 모멘텀)",6.49
109070,주성코퍼레이션,8,2.0,90.0,D (부진),매수 보류,927,-15.5,"20일선 > 60일선 (상승 추세), RSI 42.9 (중립 구간)",12.57
117580,대성에너지,7,4.0,90.0,C (보통),관망 ⭐,8370,2.57,"20일선 > 60일선 (상승 추세), 이동평균 정배열 (5>20>60), RSI 56.1 (중립 구간)",2.17
204320,HL만도,7,4.0,90.0,C (보통),관망 ⭐,37400,7.63,"20일선 > 60일선 (상승 추세), 이동평균 정배열 (5>20>60), RSI 55.7 (중립 구간)",2.42
417790,트루엔,7,4.0,90.0,C (보통),관망 ⭐,8060,-7.46,"RSI 36.2 (과매도 탈출), MACD > Signal & 양전환 ⭐⭐, 거래량 증가 (1.9배)",13.65
376290,씨유테크,7,4.0,90.0,C (보통),관망 ⭐,3025,-4.42,"단기 정배열 (5>20), RSI 51.6 (중립 구간), MACD > Signal & 양전환 ⭐⭐",9.69
111770,영원무역,7,4.0,90.0,C (보통),관망 ⭐,62900,0.64,"단기 정배열 (5>20), RSI 59.1 (중립 구간), MACD > Signal & 양전환 ⭐⭐",5.59
119850,지엔씨에너지,7,4.0,90.0,C (보통),관망 ⭐,35100,13.96,"20일선 > 60일선 (상승 추세), 이동평균 정배열 (5>20>60), RSI 44.4 (중립 구간)",16.78
107590,미원홀딩스,8,2.0,90.0,D (부진),매수 보류,67200,-7.18,"RSI 30.9 (과매도 탈출), 볼린저 하단 반등 ⭐",5.91
322000,HD현대에너지솔루션,7,4.0,90.0,C (보통),관망 ⭐,59200,15.85,"20일선 > 60일선 (상승 추세), 이동평균 정배열 (5>20>60), RSI 54.0 (중립 구간)",6.33
136490,선진,7,4.0,90.0,C (보통),관망 ⭐,10600,-7.99,"단기 정배열 (5>20), RSI 53.9 (중립 구간), MACD > Signal & 양전환 ⭐⭐",11.44
006040,동원산업,6,5.5,87.5,B (우수),매수 고려 ⭐⭐,47850,5.98,"20일선 > 60일선 (상승 추세), 이동평균 정배열 (5>20>60), RSI 54.7 (중립 구간)",4.26
003550,LG,6,5.5,87.5,B (우수),매수 고려 ⭐⭐,85400,14.63,"20일선 > 60일선 (상승 추세), 이동평균 정배열 (5>20>60), RSI 60.5 (상승 모멘텀)",4.3
018670,SK가스,6,5.5,87.5,B (우수),매수 고려 ⭐⭐,267500,15.8,"20일선 > 60일선 (상승 추세), 이동평균 정배열 (5>20>60), RSI 60.8 (상승 모멘텀)",3.87
032640,LG유플러스,6,5.5,87.5,B (우수),매수 고려 ⭐⭐,15550,4.08,"20일선 > 60일선 (상승 추세), 이동평균 정배열 (5>20>60), RSI 55.0 (중립 구간)",2.9
307950,현대오토에버,6,5.5,87.5,B (우수),매수 고려 ⭐⭐,191900,22.54,"20일선 > 60일선 (상승 추세), 이동평균 정배열 (5>20>60), RSI 58.9 (중립 구간)",5.71
095660,네오위즈,6,5.5,87.5,B (우수),매수 고려 ⭐⭐,26100,-0.19,"단기 정배열 (5>20), RSI 59.1 (중립 구간), MACD > Signal & 양전환 ⭐⭐",6.15
092730,네오팜,6,5.5,87.5,B (우수),매수 고려 ⭐⭐,18500,7.12,"단기 정배열 (5>20), RSI 61.9 (상승 모멘텀), MACD > Signal & 양전환 ⭐⭐",12.66
000150,두산,6,5.5,87.5,B (우수),매수 고려 ⭐⭐,1016000,78.56,"20일선 > 60일선 (상승 추세), 이동평균 정배열 (5>20>60), RSI 68.5 (상승 모멘텀)",1.86
251270,넷마블,7,3.5,87.5,C (보통),관망 ⭐,56000,-12.36,"RSI 49.0 (중립 구간), MACD > Signal & 양전환 ⭐⭐, 볼린저 중심선 위",3.95
144960,뉴파워프라즈마,7,3.5,87.5,C (보통),관망 ⭐,5900,7.86,"20일선 > 60일선 (상승 추세), RSI 43.2 (중립 구간), MACD 0선 위 (상승 추세)",2.46
452450,피아이이,6,5.5,87.5,B (우수),매수 고려 ⭐⭐,8650,4.34,"20일선 > 60일선 (상승 추세), 이동평균 정배열 (5>20>60), RSI 50.9 (중립 구간)",10.1
080010,이상네트웍스,6,5.5,87.5,B (우수),매수 고려 ⭐⭐,7580,13.98,"20일선 > 60일선 (상승 추세), 이동평균 정배열 (5>20>60), RSI 62.6 (상승 모멘텀)",8.73
452450,피아이이,6,5.5,87.5,B (우수),매수 고려 ⭐⭐,8650,4.34,"20일선 > 60일선 (상승 추세), 이동평균 정배열 (5>20>60), RSI 50.9 (중립 구간)",10.1
181710,NHN,6,5.5,87.5,B (우수),매수 고려 ⭐⭐,30650,14.79,"20일선 > 60일선 (상승 추세), 이동평균 정배열 (5>20>60), RSI 62.5 (상승 모멘텀)",1.22
065530,와이어블,6,5.5,87.5,B (우수),매수 고려 ⭐⭐,1453,6.84,"20일선 > 60일선 (상승 추세), 이동평균 정배열 (5>20>60), RSI 54.7 (중립 구간)",2.16
005690,파미셀,6,5.5,87.5,B (우수),매수 고려 ⭐⭐,18270,48.42,"20일선 > 60일선 (상승 추세), 이동평균 정배열 (5>20>60), RSI 65.7 (상승 모멘텀)",6.34
037350,성도이엔지,6,5.5,87.5,B (우수),매수 고려 ⭐⭐,5280,4.35,"단기 정배열 (5>20), RSI 63.6 (상승 모멘텀), MACD > Signal & 양전환 ⭐⭐",2.84
136410,아셈스,7,3.5,87.5,C (보통),관망 ⭐,10660,-5.16,"RSI 52.5 (중립 구간), MACD > Signal & 양전환 ⭐⭐, 볼린저 중심선 위",9.46
104460,디와이피엔에프,6,5.0,85.0,B (우수),매수 고려 ⭐⭐,15230,2.7,"RSI 61.8 (상승 모멘텀), MACD > Signal & 양전환 ⭐⭐, 거래량 급증 (3.1배) ⭐",5.67
139480,이마트,6,5.0,85.0,B (우수),매수 고려 ⭐⭐,79600,3.51,"단기 정배열 (5>20), RSI 66.3 (상승 모멘텀), MACD > Signal & 양전환 ⭐⭐",0.83
145990,삼양사,5,7.0,85.0,A (매우 우수),강력 매수 추천 ⭐⭐⭐,53000,2.91,"20일선 > 60일선 (상승 추세), 이동평균 정배열 (5>20>60), RSI 62.9 (상승 모멘텀)",4.11
142280,녹십자엠에스,5,7.0,85.0,A (매우 우수),강력 매수 추천 ⭐⭐⭐,4300,5.39,"20일선 > 60일선 (상승 추세), 이동평균 정배열 (5>20>60), RSI 62.5 (상승 모멘텀)",3.86
230240,에치에프알,7,3.0,85.0,C (보통),관망 ⭐,17320,14.1,"20일선 > 60일선 (상승 추세), RSI 55.0 (중립 구간), MACD 0선 위 (상승 추세)",7.54
003000,부광약품,5,7.0,85.0,A (매우 우수),강력 매수 추천 ⭐⭐⭐,3910,8.01,"20일선 > 60일선 (상승 추세), 이동평균 정배열 (5>20>60), RSI 63.3 (상승 모멘텀)",-0.94
011780,금호석유화학,5,7.0,85.0,A (매우 우수),강력 매수 추천 ⭐⭐⭐,120700,14.84,"20일선 > 60일선 (상승 추세), 이동평균 정배열 (5>20>60), RSI 62.7 (상승 모멘텀)",4.21
096760,JW홀딩스,5,7.0,85.0,A (매우 우수),강력 매수 추천 ⭐⭐⭐,3530,7.29,"골든크로스 발생 (최근 5일 이내) ⭐, 이동평균 정배열 (5>20>60), RSI 67.3 (상승 모멘텀)",9.82
030000,제일기획,6,5.0,85.0,B (우수),매수 고려 ⭐⭐,22150,6.75,"20일선 > 60일선 (상승 추세), 이동평균 정배열 (5>20>60), MACD > Signal & 양전환 ⭐⭐",6.32
005250,녹십자홀딩스,5,7.0,85.0,A (매우 우수),강력 매수 추천 ⭐⭐⭐,16650,2.34,"20일선 > 60일선 (상승 추세), 이동평균 정배열 (5>20>60), RSI 63.3 (상승 모멘텀)",-0.3
039010,현대에이치티,6,5.0,85.0,B (우수),매수 고려 ⭐⭐,8550,18.59,"20일선 > 60일선 (상승 추세), 이동평균 정배열 (5>20>60), MACD > Signal & 양전환 ⭐⭐",9.96
002720,국제약품,6,5.0,85.0,B (우수),매수 고려 ⭐⭐,4450,0.23,"RSI 56.9 (중립 구간), MACD > Signal & 양전환 ⭐⭐, 거래량 급증 (7.8배) ⭐",3.14
069620,대웅제약,5,7.0,85.0,A (매우 우수),강력 매수 추천 ⭐⭐⭐,162400,18.45,"20일선 > 60일선 (상승 추세), 이동평균 정배열 (5>20>60), RSI 69.3 (상승 모멘텀)",6.46
114090,GKL,8,1.0,85.0,D (부진),매수 보류,13630,-14.71,거래량 증가 (1.8배),9.14
254120,자비스,6,5.0,85.0,B (우수),매수 고려 ⭐⭐,1433,4.45,"20일선 > 60일선 (상승 추세), 이동평균 정배열 (5>20>60), RSI 51.8 (중립 구간)",3.05
068290,삼성출판사,5,7.0,85.0,A (매우 우수),강력 매수 추천 ⭐⭐⭐,16980,5.66,"골든크로스 발생 (최근 5일 이내) ⭐, 이동평균 정배열 (5>20>60), RSI 56.2 (중립 구간)",5.23
004700,조광피혁,5,7.0,85.0,A (매우 우수),강력 매수 추천 ⭐⭐⭐,71100,13.22,"골든크로스 발생 (최근 5일 이내) ⭐, 이동평균 정배열 (5>20>60), RSI 69.9 (상승 모멘텀)",2.04
001430,세아베스틸지주,5,7.0,85.0,A (매우 우수),강력 매수 추천 ⭐⭐⭐,28850,14.03,"골든크로스 발생 (최근 5일 이내) ⭐, 이동평균 정배열 (5>20>60), RSI 59.8 (중립 구간)",1.79
091340,S&K폴리텍,6,5.0,85.0,B (우수),매수 고려 ⭐⭐,2555,5.14,"단기 정배열 (5>20), RSI 68.8 (상승 모멘텀), MACD > Signal & 양전환 ⭐⭐",5.85
237820,플레이디,8,1.0,85.0,D (부진),매수 보류,4740,-10.57,RSI 43.4 (중립 구간),3.19
171120,라이온켐텍,7,3.0,85.0,C (보통),관망 ⭐,2100,-4.98,"RSI 42.8 (중립 구간), MACD > Signal & 양전환 ⭐⭐",5.76
131180,딜리,7,3.0,85.0,C (보통),관망 ⭐,929,-5.01,"RSI 45.4 (중립 구간), MACD > Signal & 양전환 ⭐⭐",6.7
214420,토니모리,8,1.0,85.0,D (부진),매수 보류,8820,-17.26,RSI 39.5 (과매도 탈출),7.87
093190,빅솔론,5,7.0,85.0,A (매우 우수),강력 매수 추천 ⭐⭐⭐,5970,4.55,"골든크로스 발생 (최근 5일 이내) ⭐, 이동평균 정배열 (5>20>60), RSI 63.6 (상승 모멘텀)",5.6
000140,하이트진로홀딩스,6,5.0,85.0,B (우수),매수 고려 ⭐⭐,10350,3.6,"단기 정배열 (5>20), RSI 64.3 (상승 모멘텀), MACD > Signal & 양전환 ⭐⭐",2.23
356890,싸이버원,7,3.0,85.0,C (보통),관망 ⭐,4225,-3.87,"20일선 > 60일선 (상승 추세), RSI 52.0 (중립 구간), MACD 0선 위 (상승 추세)",22.2
302550,리메드,8,1.0,85.0,D (부진),매수 보류,3240,-10.5,RSI 45.7 (중립 구간),12.52
207940,삼성바이오로직스,7,3.0,85.0,C (보통),관망 ⭐,1221000,19.47,"20일선 > 60일선 (상승 추세), 이동평균 정배열 (5>20>60), MACD 0선 위 (상승 추세)",8.64
347000,센코,7,3.0,85.0,C (보통),관망 ⭐,2135,-10.67,"RSI 39.6 (과매도 탈출), MACD > Signal & 양전환 ⭐⭐",3.73
263810,상신전자,7,2.5,82.5,D (부진),매수 보류,3220,6.98,"20일선 > 60일선 (상승 추세), RSI 49.3 (중립 구간), MACD 0선 위 (상승 추세)",2.78
068930,디지털대성,6,4.5,82.5,C (보통),관망 ⭐,7210,-1.77,"단기 정배열 (5>20), RSI 57.5 (중립 구간), MACD > Signal & 양전환 ⭐⭐",7.12
035000,HS애드,6,4.5,82.5,C (보통),관망 ⭐,9060,2.37,"단기 정배열 (5>20), RSI 63.0 (상승 모멘텀), MACD > Signal & 양전환 ⭐⭐",4.1
195940,HK이노엔,6,4.5,82.5,C (보통),관망 ⭐,50500,11.6,"20일선 > 60일선 (상승 추세), 이동평균 정배열 (5>20>60), RSI 56.0 (중립 구간)",3.26
322310,오로스테크놀로지,7,2.5,82.5,D (부진),매수 보류,25550,-10.51,"20일선 > 60일선 (상승 추세), RSI 45.1 (중립 구간), 거래량 정상 (1.0배)",7.37
005440,현대지에프홀딩스,5,6.5,82.5,B (우수),매수 고려 ⭐⭐,8920,12.34,"20일선 > 60일선 (상승 추세), 이동평균 정배열 (5>20>60), RSI 64.2 (상승 모멘텀)",4.67
008490,서흥,6,4.5,82.5,C (보통),관망 ⭐,28950,14.2,"단기 정배열 (5>20), RSI 62.2 (상승 모멘텀), MACD > Signal & 양전환 ⭐⭐",4.43
004150,한솔홀딩스,6,4.5,82.5,C (보통),관망 ⭐,3310,1.85,"단기 정배열 (5>20), RSI 64.5 (상승 모멘텀), MACD > Signal & 양전환 ⭐⭐",3.72
381970,케이카,6,4.5,82.5,C (보통),관망 ⭐,15730,-1.5,"단기 정배열 (5>20), RSI 56.9 (중립 구간), MACD > Signal & 양전환 ⭐⭐",8.38
252500,세화피앤씨,7,2.5,82.5,D (부진),매수 보류,808,-10.52,"RSI 41.7 (중립 구간), 거래량 급증 (4.8배) ⭐",7.25
280360,롯데웰푸드,5,6.5,82.5,B (우수),매수 고려 ⭐⭐,124000,7.55,"골든크로스 발생 (최근 5일 이내) ⭐, 이동평균 정배열 (5>20>60), RSI 67.0 (상승 모멘텀)",2.0
043610,KT지니뮤직,6,4.5,82.5,C (보통),관망 ⭐,1857,-6.12,"RSI 44.3 (중립 구간), MACD > Signal & 양전환 ⭐⭐, 거래량 급증 (8.0배) ⭐",3.56
010660,화천기계,5,6.5,82.5,B (우수),매수 고려 ⭐⭐,4890,5.27,"골든크로스 발생 (최근 5일 이내) ⭐, 이동평균 정배열 (5>20>60), RSI 60.9 (상승 모멘텀)",3.38
259630,엠플러스,7,2.5,82.5,D (부진),매수 보류,15350,2.81,"20일선 > 60일선 (상승 추세), RSI 49.9 (중립 구간), MACD 0선 위 (상승 추세)",6.84
000240,한국앤컴퍼니,5,6.5,82.5,B (우수),매수 고려 ⭐⭐,28050,22.76,"골든크로스 발생 (최근 5일 이내) ⭐, 이동평균 정배열 (5>20>60), MACD > Signal & 양전환 ⭐⭐",7.62
101140,인바이오젠,7,2.5,82.5,D (부진),매수 보류,12440,4.54,"20일선 > 60일선 (상승 추세), RSI 49.4 (중립 구간), MACD 0선 위 (상승 추세)",9.9
234690,녹십자웰빙,6,4.5,82.5,C (보통),관망 ⭐,9690,-0.62,"단기 정배열 (5>20), RSI 56.0 (중립 구간), MACD > Signal & 양전환 ⭐⭐",8.79
095500,미래나노텍,5,6.5,82.5,B (우수),매수 고려 ⭐⭐,12610,26.23,"20일선 > 60일선 (상승 추세), 이동평균 정배열 (5>20>60), RSI 64.4 (상승 모멘텀)",4.32
034590,인천도시가스,5,6.5,82.5,B (우수),매수 고려 ⭐⭐,26650,2.5,"20일선 > 60일선 (상승 추세), 이동평균 정배열 (5>20>60), RSI 64.2 (상승 모멘텀)",4.24
004650,창해에탄올,6,4.5,82.5,C (보통),관망 ⭐,10100,1.2,"단기 정배열 (5>20), RSI 62.6 (상승 모멘텀), MACD > Signal & 양전환 ⭐⭐",6.52
000660,SK하이닉스,6,4.5,82.5,C (보통),관망 ⭐,617000,73.07,"20일선 > 60일선 (상승 추세), 이동평균 정배열 (5>20>60), MACD > Signal & 양전환 ⭐⭐",24.84
113810,디젠스,7,2.5,82.5,D (부진),매수 보류,882,11.36,"20일선 > 60일선 (상승 추세), RSI 51.1 (중립 구간), MACD 0선 위 (상승 추세)",7.54
102710,이엔에프테크놀로지,7,2.5,82.5,D (부진),매수 보류,46500,-13.89,"20일선 > 60일선 (상승 추세), RSI 39.4 (과매도 탈출), 거래량 정상 (1.4배)",7.91
005610,SPC삼립,6,4.5,82.5,C (보통),관망 ⭐,51900,-2.63,"RSI 49.7 (중립 구간), MACD > Signal & 양전환 ⭐⭐, 거래량 증가 (1.6배)",6.97
025770,한국정보통신,6,4.0,80.0,C (보통),관망 ⭐,8240,-7.42,"RSI 49.0 (중립 구간), MACD > Signal & 양전환 ⭐⭐, 거래량 정상 (0.8배)",9.4
383800,LX홀딩스,5,6.0,80.0,B (우수),매수 고려 ⭐⭐,8630,9.94,"20일선 > 60일선 (상승 추세), 이동평균 정배열 (5>20>60), RSI 63.4 (상승 모멘텀)",9.26
119850,지엔씨에너지,6,4.0,80.0,C (보통),관망 ⭐,35100,13.96,"20일선 > 60일선 (상승 추세), 이동평균 정배열 (5>20>60), RSI 44.4 (중립 구간)",16.78
326030,SK바이오팜,5,6.0,80.0,B (우수),매수 고려 ⭐⭐,127800,21.48,"20일선 > 60일선 (상승 추세), 이동평균 정배열 (5>20>60), MACD > Signal & 양전환 ⭐⭐",15.83
069140,누리플랜,5,6.0,80.0,B (우수),매수 고려 ⭐⭐,2860,3.44,"20일선 > 60일선 (상승 추세), 이동평균 정배열 (5>20>60), RSI 52.3 (중립 구간)",1.36
300080,플리토,5,6.0,80.0,B (우수),매수 고려 ⭐⭐,17570,63.9,"20일선 > 60일선 (상승 추세), 이동평균 정배열 (5>20>60), RSI 65.1 (상승 모멘텀)",4.85
446540,메가터치,7,2.0,80.0,D (부진),매수 보류,4000,-3.38,"20일선 > 60일선 (상승 추세), RSI 47.5 (중립 구간)",7.68
035890,서희건설,6,4.0,80.0,C (보통),관망 ⭐,1623,0.0,"골든크로스 발생 (최근 5일 이내) ⭐, MACD > Signal & 양전환 ⭐⭐",10.34
376290,씨유테크,6,4.0,80.0,C (보통),관망 ⭐,3025,-4.42,"단기 정배열 (5>20), RSI 51.6 (중립 구간), MACD > Signal & 양전환 ⭐⭐",9.69
054800,아이디스홀딩스,6,4.0,80.0,C (보통),관망 ⭐,11660,-0.17,"단기 정배열 (5>20), RSI 60.6 (상승 모멘텀), MACD > Signal & 양전환 ⭐⭐",5.32
101490,에스앤에스텍,6,4.0,80.0,C (보통),관망 ⭐,53500,4.09,"20일선 > 60일선 (상승 추세), RSI 44.2 (중립 구간), MACD 0선 위 (상승 추세)",12.9
111770,영원무역,6,4.0,80.0,C (보통),관망 ⭐,62900,0.64,"단기 정배열 (5>20), RSI 59.1 (중립 구간), MACD > Signal & 양전환 ⭐⭐",5.59
009420,한올바이오파마,5,6.0,80.0,B (우수),매수 고려 ⭐⭐,40700,29.82,"20일선 > 60일선 (상승 추세), 이동평균 정배열 (5>20>60), RSI 56.1 (중립 구간)",1.46
068270,셀트리온,5,6.0,80.0,B (우수),매수 고려 ⭐⭐,182900,2.81,"20일선 > 60일선 (상승 추세), RSI 63.0 (상승 모멘텀), MACD > Signal & 양전환 ⭐⭐",3.78
322000,HD현대에너지솔루션,6,4.0,80.0,C (보통),관망 ⭐,59200,15.85,"20일선 > 60일선 (상승 추세), 이동평균 정배열 (5>20>60), RSI 54.0 (중립 구간)",6.33
004990,롯데지주,4,8.0,80.0,A (매우 우수),강력 매수 추천 ⭐⭐⭐,33750,16.18,"골든크로스 발생 (최근 5일 이내) ⭐, 이동평균 정배열 (5>20>60), RSI 67.4 (상승 모멘텀)",-1.04
036570,엔씨소프트,5,6.0,80.0,B (우수),매수 고려 ⭐⭐,242000,8.28,"20일선 > 60일선 (상승 추세), 이동평균 정배열 (5>20>60), MACD > Signal & 양전환 ⭐⭐",6.87
017890,한국알콜,5,6.0,80.0,B (우수),매수 고려 ⭐⭐,10150,11.66,"20일선 > 60일선 (상승 추세), 이동평균 정배열 (5>20>60), RSI 64.9 (상승 모멘텀)",4.64
009200,무림페이퍼,6,4.0,80.0,C (보통),관망 ⭐,2005,0.0,"RSI 51.4 (중립 구간), MACD > Signal & 양전환 ⭐⭐, 거래량 정상 (0.9배)",1.99
117580,대성에너지,6,4.0,80.0,C (보통),관망 ⭐,8370,2.57,"20일선 > 60일선 (상승 추세), 이동평균 정배열 (5>20>60), RSI 56.1 (중립 구간)",2.17
038390,레드캡투어,6,4.0,80.0,C (보통),관망 ⭐,11620,-1.78,"단기 정배열 (5>20), RSI 53.9 (중립 구간), MACD > Signal & 양전환 ⭐⭐",2.91
339770,교촌에프앤비,6,4.0,80.0,C (보통),관망 ⭐,4350,-3.87,"단기 정배열 (5>20), RSI 55.5 (중립 구간), MACD > Signal & 양전환 ⭐⭐",7.07
039740,한국정보공학,5,6.0,80.0,B (우수),매수 고려 ⭐⭐,3090,4.04,"20일선 > 60일선 (상승 추세), 이동평균 정배열 (5>20>60), RSI 56.9 (중립 구간)",3.68
007810,코리아써키트,5,6.0,80.0,B (우수),매수 고려 ⭐⭐,28300,58.54,"20일선 > 60일선 (상승 추세), 이동평균 정배열 (5>20>60), MACD > Signal & 양전환 ⭐⭐",1.81
049630,재영솔루텍,5,6.0,80.0,B (우수),매수 고려 ⭐⭐,1835,115.88,"20일선 > 60일선 (상승 추세), 이동평균 정배열 (5>20>60), MACD > Signal & 양전환 ⭐⭐",2.1
